店铺名称,店铺详情,店铺评分,评价人数,人均消费,店铺地址
大益茶体验馆（万达店）,https://www.meituan.com/meishi/1328330892/,3.5,3,226.0,江桥
坐也茶馆,https://www.meituan.com/meishi/518266935/,4.1,0,0.0,泰晤士小镇
宋园茶艺馆,https://www.meituan.com/meishi/80794574/,3.5,0,122.0,闸北公园
休闲咖啡茶吧,https://www.meituan.com/meishi/150838346/,3.5,0,0.0,曹路
玄月茶室,https://www.meituan.com/meishi/881115339/,3.5,0,0.0,杨行镇
贤雅茶舍,https://www.meituan.com/meishi/806923353/,3.5,0,71.0,南桥
逸品堂茶馆,https://www.meituan.com/meishi/1718569313/,3.5,0,132.0,浦江镇
禅溪茶馆,https://www.meituan.com/meishi/831365440/,3.5,0,0.0,南京西路
单农,https://www.meituan.com/meishi/1967708822/,3.5,0,86.0,新天地/马当路
华祥苑茗茶（华祥苑茗茶东明路店）,https://www.meituan.com/meishi/1352440398/,3.5,0,0.0,上南地区
海悦阁茶社,https://www.meituan.com/meishi/797823041/,4.0,0,0.0,市北工业园/汶水路
大榕树茶艺馆,https://www.meituan.com/meishi/841316266/,3.5,0,0.0,莲花路/南方商城
杏园茶舍,https://www.meituan.com/meishi/1575102865/,3.5,0,84.0,市北工业园/汶水路
半日闲茶空间,https://www.meituan.com/meishi/1870296947/,3.5,0,0.0,花木
光头强茶铺,https://www.meituan.com/meishi/1820319210/,4.2,0,0.0,九亭
月老茶楼,https://www.meituan.com/meishi/1990475927/,3.5,0,43.0,浦江镇
林溪茶馆,https://www.meituan.com/meishi/1209719389/,3.5,0,0.0,浦江镇
南夷北豸武夷岩茶馆,https://www.meituan.com/meishi/1598738090/,3.5,0,0.0,莘庄
又见茶馆,https://www.meituan.com/meishi/808736697/,3.5,0,0.0,徐泾
一壶茶馆,https://www.meituan.com/meishi/2728572/,3.5,0,0.0,春申地区
天荣茶业（南汇店）,https://www.meituan.com/meishi/191574604/,4.0,0,0.0,惠南镇
水雲軒禅茶室,https://www.meituan.com/meishi/1528166089/,3.5,0,117.0,真如
爱尚茶馆,https://www.meituan.com/meishi/150830382/,0.0,0,0.0,宝山城区/吴淞
八马茶业（政学路店）,https://www.meituan.com/meishi/1488337727/,3.5,1,0.0,五角场/大学区
雲溪茶舍,https://www.meituan.com/meishi/794643166/,0.0,0,0.0,惠南镇
茶馆,https://www.meituan.com/meishi/1855040215/,0.0,0,0.0,亭林镇
海派清新茶馆,https://www.meituan.com/meishi/1213732811/,3.0,0,0.0,朱家角/东方绿舟
上好茶茶馆（绿地店）,https://www.meituan.com/meishi/1470047078/,4.0,0,0.0,莘庄
紫龙茶楼,https://www.meituan.com/meishi/42344672/,3.5,0,0.0,青浦城区
宋园茶艺馆,https://www.meituan.com/meishi/80794574/,3.5,0,122.0,闸北公园
休闲咖啡茶吧,https://www.meituan.com/meishi/150838346/,3.5,0,0.0,曹路
玄月茶室,https://www.meituan.com/meishi/881115339/,3.5,0,0.0,杨行镇
贤雅茶舍,https://www.meituan.com/meishi/806923353/,3.5,0,71.0,南桥
逸品堂茶馆,https://www.meituan.com/meishi/1718569313/,3.5,0,132.0,浦江镇
禅溪茶馆,https://www.meituan.com/meishi/831365440/,3.5,0,0.0,南京西路
单农,https://www.meituan.com/meishi/1967708822/,3.5,0,86.0,新天地/马当路
华祥苑茗茶（华祥苑茗茶东明路店）,https://www.meituan.com/meishi/1352440398/,3.5,0,0.0,上南地区
海悦阁茶社,https://www.meituan.com/meishi/797823041/,4.0,0,0.0,市北工业园/汶水路
大榕树茶艺馆,https://www.meituan.com/meishi/841316266/,3.5,0,0.0,莲花路/南方商城
杏园茶舍,https://www.meituan.com/meishi/1575102865/,3.5,0,84.0,市北工业园/汶水路
半日闲茶空间,https://www.meituan.com/meishi/1870296947/,3.5,0,0.0,花木
光头强茶铺,https://www.meituan.com/meishi/1820319210/,4.2,0,0.0,九亭
月老茶楼,https://www.meituan.com/meishi/1990475927/,3.5,0,43.0,浦江镇
林溪茶馆,https://www.meituan.com/meishi/1209719389/,3.5,0,0.0,浦江镇
南夷北豸武夷岩茶馆,https://www.meituan.com/meishi/1598738090/,3.5,0,0.0,莘庄
又见茶馆,https://www.meituan.com/meishi/808736697/,3.5,0,0.0,徐泾
一壶茶馆,https://www.meituan.com/meishi/2728572/,3.5,0,0.0,春申地区
天荣茶业（南汇店）,https://www.meituan.com/meishi/191574604/,4.0,0,0.0,惠南镇
水雲軒禅茶室,https://www.meituan.com/meishi/1528166089/,3.5,0,117.0,真如
爱尚茶馆,https://www.meituan.com/meishi/150830382/,0.0,0,0.0,宝山城区/吴淞
八马茶业（政学路店）,https://www.meituan.com/meishi/1488337727/,3.5,1,0.0,五角场/大学区
雲溪茶舍,https://www.meituan.com/meishi/794643166/,0.0,0,0.0,惠南镇
茶馆,https://www.meituan.com/meishi/1855040215/,0.0,0,0.0,亭林镇
海派清新茶馆,https://www.meituan.com/meishi/1213732811/,3.0,0,0.0,朱家角/东方绿舟
上好茶茶馆（绿地店）,https://www.meituan.com/meishi/1470047078/,4.0,0,0.0,莘庄
紫龙茶楼,https://www.meituan.com/meishi/42344672/,3.5,0,0.0,青浦城区
拙一古茶馆,https://www.meituan.com/meishi/1609191534/,3.5,0,0.0,金山区
上岛奥尚茶馆（美兰湖店）,https://www.meituan.com/meishi/920578726/,3.5,0,0.0,美兰湖
八马茶业（环球中心店）,https://www.meituan.com/meishi/182763641/,3.5,0,0.0,嘉定区
云柒大益茶室（城市琪遇店）,https://www.meituan.com/meishi/1600463631/,3.5,0,0.0,康桥/周浦
安之居·共享茶室（天山茶城店）,https://www.meituan.com/meishi/914754581/,4.0,0,0.0,娄山关路/威宁路
华祥苑茗茶（华祥苑茗茶东明路店）,https://www.meituan.com/meishi/1352440398/,3.5,0,0.0,上南地区
海悦阁茶社,https://www.meituan.com/meishi/797823041/,4.0,0,0.0,市北工业园/汶水路
大榕树茶艺馆,https://www.meituan.com/meishi/841316266/,3.5,0,0.0,莲花路/南方商城
杏园茶舍,https://www.meituan.com/meishi/1575102865/,3.5,0,84.0,市北工业园/汶水路
半日闲茶空间,https://www.meituan.com/meishi/1870296947/,3.5,0,0.0,花木
光头强茶铺,https://www.meituan.com/meishi/1820319210/,4.2,0,0.0,九亭
月老茶楼,https://www.meituan.com/meishi/1990475927/,3.5,0,43.0,浦江镇
林溪茶馆,https://www.meituan.com/meishi/1209719389/,3.5,0,0.0,浦江镇
南夷北豸武夷岩茶馆,https://www.meituan.com/meishi/1598738090/,3.5,0,0.0,莘庄
又见茶馆,https://www.meituan.com/meishi/808736697/,3.5,0,0.0,徐泾
一壶茶馆,https://www.meituan.com/meishi/2728572/,3.5,0,0.0,春申地区
天荣茶业（南汇店）,https://www.meituan.com/meishi/191574604/,4.0,0,0.0,惠南镇
水雲軒禅茶室,https://www.meituan.com/meishi/1528166089/,3.5,0,117.0,真如
爱尚茶馆,https://www.meituan.com/meishi/150830382/,0.0,0,0.0,宝山城区/吴淞
八马茶业（政学路店）,https://www.meituan.com/meishi/1488337727/,3.5,1,0.0,五角场/大学区
雲溪茶舍,https://www.meituan.com/meishi/794643166/,0.0,0,0.0,惠南镇
茶馆,https://www.meituan.com/meishi/1855040215/,0.0,0,0.0,亭林镇
海派清新茶馆,https://www.meituan.com/meishi/1213732811/,3.0,0,0.0,朱家角/东方绿舟
上好茶茶馆（绿地店）,https://www.meituan.com/meishi/1470047078/,4.0,0,0.0,莘庄
紫龙茶楼,https://www.meituan.com/meishi/42344672/,3.5,0,0.0,青浦城区
拙一古茶馆,https://www.meituan.com/meishi/1609191534/,3.5,0,0.0,金山区
上岛奥尚茶馆（美兰湖店）,https://www.meituan.com/meishi/920578726/,3.5,0,0.0,美兰湖
八马茶业（环球中心店）,https://www.meituan.com/meishi/182763641/,3.5,0,0.0,嘉定区
云柒大益茶室（城市琪遇店）,https://www.meituan.com/meishi/1600463631/,3.5,0,0.0,康桥/周浦
安之居·共享茶室（天山茶城店）,https://www.meituan.com/meishi/914754581/,4.0,0,0.0,娄山关路/威宁路
子君茶馆,https://www.meituan.com/meishi/108655444/,3.0,0,0.0,青浦城区
管家茶馆,https://www.meituan.com/meishi/833494622/,0.0,0,0.0,南翔
灵魂茶铺,https://www.meituan.com/meishi/1826624479/,4.0,0,0.0,大悦城
小茶馆,https://www.meituan.com/meishi/165195633/,3.5,1,164.0,梅川路步行街
佬廣花园茶馆,https://www.meituan.com/meishi/814414877/,0.0,0,0.0,虹桥镇
6茶共享茶室·棋牌（大柏树店）,https://www.meituan.com/meishi/964943322/,3.5,3,143.0,曲阳地区
白米小豆茶馆,https://www.meituan.com/meishi/162038959/,0.0,0,0.0,老西门/陆家浜路
八马茶业（政学路店）,https://www.meituan.com/meishi/1488337727/,3.5,1,0.0,五角场/大学区
雲溪茶舍,https://www.meituan.com/meishi/794643166/,0.0,0,0.0,惠南镇
茶馆,https://www.meituan.com/meishi/1855040215/,0.0,0,0.0,亭林镇
海派清新茶馆,https://www.meituan.com/meishi/1213732811/,3.0,0,0.0,朱家角/东方绿舟
上好茶茶馆（绿地店）,https://www.meituan.com/meishi/1470047078/,4.0,0,0.0,莘庄
紫龙茶楼,https://www.meituan.com/meishi/42344672/,3.5,0,0.0,青浦城区
拙一古茶馆,https://www.meituan.com/meishi/1609191534/,3.5,0,0.0,金山区
上岛奥尚茶馆（美兰湖店）,https://www.meituan.com/meishi/920578726/,3.5,0,0.0,美兰湖
八马茶业（环球中心店）,https://www.meituan.com/meishi/182763641/,3.5,0,0.0,嘉定区
云柒大益茶室（城市琪遇店）,https://www.meituan.com/meishi/1600463631/,3.5,0,0.0,康桥/周浦
安之居·共享茶室（天山茶城店）,https://www.meituan.com/meishi/914754581/,4.0,0,0.0,娄山关路/威宁路
子君茶馆,https://www.meituan.com/meishi/108655444/,3.0,0,0.0,青浦城区
管家茶馆,https://www.meituan.com/meishi/833494622/,0.0,0,0.0,南翔
灵魂茶铺,https://www.meituan.com/meishi/1826624479/,4.0,0,0.0,大悦城
小茶馆,https://www.meituan.com/meishi/165195633/,3.5,1,164.0,梅川路步行街
佬廣花园茶馆,https://www.meituan.com/meishi/814414877/,0.0,0,0.0,虹桥镇
6茶共享茶室·棋牌（大柏树店）,https://www.meituan.com/meishi/964943322/,3.5,3,143.0,曲阳地区
白米小豆茶馆,https://www.meituan.com/meishi/162038959/,0.0,0,0.0,老西门/陆家浜路
善念茶文化馆,https://www.meituan.com/meishi/165661639/,3.5,0,0.0,碧云社区
有闲茶室,https://www.meituan.com/meishi/829912481/,4.0,0,0.0,松江大学城
品古茶馆,https://www.meituan.com/meishi/74084494/,4.0,10,76.0,虹桥/古北
磐趣坊茶馆,https://www.meituan.com/meishi/1147514395/,3.5,0,0.0,颛桥/北桥
云住茶馆,https://www.meituan.com/meishi/194154469/,0.0,0,0.0,同乐坊/江宁路
锦暄茶社,https://www.meituan.com/meishi/1339366277/,4.0,0,0.0,漕河泾/田林
秦汉胡同易养茶馆,https://www.meituan.com/meishi/181404494/,3.5,0,0.0,七宝
聚闲茶室,https://www.meituan.com/meishi/5016757/,3.5,0,0.0,青浦城区
长物居人文茶馆,https://www.meituan.com/meishi/163382060/,3.5,0,0.0,大连路地铁站
棋牌茶馆,https://www.meituan.com/meishi/168412217/,3.5,0,0.0,上南地区
同盛路茶馆,https://www.meituan.com/meishi/193608037/,0.0,0,0.0,洞泾
老茶镇茶馆,https://www.meituan.com/meishi/1427605617/,0.0,0,0.0,古北/仙霞新村
语莲堂老茶旧书,https://www.meituan.com/meishi/1823756678/,3.5,0,0.0,控江地区
雪夜访戴•精品茶（BFC外滩金融中心店）,https://www.meituan.com/meishi/1363305839/,4.0,6,0.0,外滩
管家茶馆,https://www.meituan.com/meishi/833494622/,0.0,0,0.0,南翔
灵魂茶铺,https://www.meituan.com/meishi/1826624479/,4.0,0,0.0,大悦城
小茶馆,https://www.meituan.com/meishi/165195633/,3.5,1,164.0,梅川路步行街
佬廣花园茶馆,https://www.meituan.com/meishi/814414877/,0.0,0,0.0,虹桥镇
6茶共享茶室·棋牌（大柏树店）,https://www.meituan.com/meishi/964943322/,3.5,3,143.0,曲阳地区
白米小豆茶馆,https://www.meituan.com/meishi/162038959/,0.0,0,0.0,老西门/陆家浜路
善念茶文化馆,https://www.meituan.com/meishi/165661639/,3.5,0,0.0,碧云社区
有闲茶室,https://www.meituan.com/meishi/829912481/,4.0,0,0.0,松江大学城
品古茶馆,https://www.meituan.com/meishi/74084494/,4.0,10,76.0,虹桥/古北
磐趣坊茶馆,https://www.meituan.com/meishi/1147514395/,3.5,0,0.0,颛桥/北桥
云住茶馆,https://www.meituan.com/meishi/194154469/,0.0,0,0.0,同乐坊/江宁路
锦暄茶社,https://www.meituan.com/meishi/1339366277/,4.0,0,0.0,漕河泾/田林
秦汉胡同易养茶馆,https://www.meituan.com/meishi/181404494/,3.5,0,0.0,七宝
聚闲茶室,https://www.meituan.com/meishi/5016757/,3.5,0,0.0,青浦城区
长物居人文茶馆,https://www.meituan.com/meishi/163382060/,3.5,0,0.0,大连路地铁站
棋牌茶馆,https://www.meituan.com/meishi/168412217/,3.5,0,0.0,上南地区
同盛路茶馆,https://www.meituan.com/meishi/193608037/,0.0,0,0.0,洞泾
老茶镇茶馆,https://www.meituan.com/meishi/1427605617/,0.0,0,0.0,古北/仙霞新村
语莲堂老茶旧书,https://www.meituan.com/meishi/1823756678/,3.5,0,0.0,控江地区
雪夜访戴•精品茶（BFC外滩金融中心店）,https://www.meituan.com/meishi/1363305839/,4.0,6,0.0,外滩
飞香厅茶室（桂林公园店）,https://www.meituan.com/meishi/940248164/,3.5,0,0.0,漕河泾/田林
新式茶馆,https://www.meituan.com/meishi/513310930/,0.0,0,0.0,七宝
高马茶社·私宴（五角场店）,https://www.meituan.com/meishi/842287962/,4.3,2,243.0,五角场/大学区
香凝轩茶楼（卫中路）,https://www.meituan.com/meishi/106373960/,3.0,0,0.0,青浦城区
宁国茶苑,https://www.meituan.com/meishi/1185957423/,4.0,0,0.0,徐汇区
非室•茶空间,https://www.meituan.com/meishi/1703874976/,4.0,0,0.0,衡山路/复兴西路
天露茶庄,https://www.meituan.com/meishi/864687142/,4.0,0,0.0,闸北公园
祈福茶庄,https://www.meituan.com/meishi/1936731731/,3.5,0,0.0,颛桥/北桥
闲泡茶仓（正山堂七宝国际店）,https://www.meituan.com/meishi/1059140795/,3.5,0,0.0,七宝
清友茗茶,https://www.meituan.com/meishi/1486731427/,4.0,1,0.0,嘉定镇
信福茶堂,https://www.meituan.com/meishi/743372385/,3.0,0,0.0,凉城/江湾镇
一溪云,https://www.meituan.com/meishi/1019997136/,3.5,0,60.0,宝山城区/吴淞
云住茶馆,https://www.meituan.com/meishi/194154469/,0.0,0,0.0,同乐坊/江宁路
锦暄茶社,https://www.meituan.com/meishi/1339366277/,4.0,0,0.0,漕河泾/田林
秦汉胡同易养茶馆,https://www.meituan.com/meishi/181404494/,3.5,0,0.0,七宝
聚闲茶室,https://www.meituan.com/meishi/5016757/,3.5,0,0.0,青浦城区
长物居人文茶馆,https://www.meituan.com/meishi/163382060/,3.5,0,0.0,大连路地铁站
棋牌茶馆,https://www.meituan.com/meishi/168412217/,3.5,0,0.0,上南地区
同盛路茶馆,https://www.meituan.com/meishi/193608037/,0.0,0,0.0,洞泾
老茶镇茶馆,https://www.meituan.com/meishi/1427605617/,0.0,0,0.0,古北/仙霞新村
语莲堂老茶旧书,https://www.meituan.com/meishi/1823756678/,3.5,0,0.0,控江地区
雪夜访戴•精品茶（BFC外滩金融中心店）,https://www.meituan.com/meishi/1363305839/,4.0,6,0.0,外滩
飞香厅茶室（桂林公园店）,https://www.meituan.com/meishi/940248164/,3.5,0,0.0,漕河泾/田林
新式茶馆,https://www.meituan.com/meishi/513310930/,0.0,0,0.0,七宝
高马茶社·私宴（五角场店）,https://www.meituan.com/meishi/842287962/,4.3,2,243.0,五角场/大学区
香凝轩茶楼（卫中路）,https://www.meituan.com/meishi/106373960/,3.0,0,0.0,青浦城区
宁国茶苑,https://www.meituan.com/meishi/1185957423/,4.0,0,0.0,徐汇区
非室•茶空间,https://www.meituan.com/meishi/1703874976/,4.0,0,0.0,衡山路/复兴西路
天露茶庄,https://www.meituan.com/meishi/864687142/,4.0,0,0.0,闸北公园
祈福茶庄,https://www.meituan.com/meishi/1936731731/,3.5,0,0.0,颛桥/北桥
闲泡茶仓（正山堂七宝国际店）,https://www.meituan.com/meishi/1059140795/,3.5,0,0.0,七宝
清友茗茶,https://www.meituan.com/meishi/1486731427/,4.0,1,0.0,嘉定镇
信福茶堂,https://www.meituan.com/meishi/743372385/,3.0,0,0.0,凉城/江湾镇
一溪云,https://www.meituan.com/meishi/1019997136/,3.5,0,60.0,宝山城区/吴淞
新春音乐茶室,https://www.meituan.com/meishi/77079244/,3.5,0,0.0,月浦镇
中国茶叶（红宣店）,https://www.meituan.com/meishi/1752900483/,3.5,0,0.0,惠南镇
茗兰茶庄,https://www.meituan.com/meishi/168037709/,3.5,0,0.0,西渡镇
文茶舍,https://www.meituan.com/meishi/175300910/,4.0,0,0.0,中山公园/江苏路
老皮生晒柑普茶,https://www.meituan.com/meishi/1034553014/,3.5,0,0.0,丰庄
隐溪茶馆（徐家汇店）,https://www.meituan.com/meishi/1606852965/,0.0,0,0.0,徐家汇
遇益坊普洱茶,https://www.meituan.com/meishi/1527786446/,3.5,0,0.0,五角场/大学区
黄金茶品茗轩,https://www.meituan.com/meishi/1164502404/,3.5,0,0.0,七宝
老友茶馆,https://www.meituan.com/meishi/1051178648/,3.5,0,0.0,外高桥
清新茶楼,https://www.meituan.com/meishi/1894606039/,3.5,0,0.0,娄山关路/威宁路
飞香厅茶室（桂林公园店）,https://www.meituan.com/meishi/940248164/,3.5,0,0.0,漕河泾/田林
新式茶馆,https://www.meituan.com/meishi/513310930/,0.0,0,0.0,七宝
高马茶社·私宴（五角场店）,https://www.meituan.com/meishi/842287962/,4.3,2,243.0,五角场/大学区
香凝轩茶楼（卫中路）,https://www.meituan.com/meishi/106373960/,3.0,0,0.0,青浦城区
宁国茶苑,https://www.meituan.com/meishi/1185957423/,4.0,0,0.0,徐汇区
非室•茶空间,https://www.meituan.com/meishi/1703874976/,4.0,0,0.0,衡山路/复兴西路
天露茶庄,https://www.meituan.com/meishi/864687142/,4.0,0,0.0,闸北公园
祈福茶庄,https://www.meituan.com/meishi/1936731731/,3.5,0,0.0,颛桥/北桥
闲泡茶仓（正山堂七宝国际店）,https://www.meituan.com/meishi/1059140795/,3.5,0,0.0,七宝
清友茗茶,https://www.meituan.com/meishi/1486731427/,4.0,1,0.0,嘉定镇
信福茶堂,https://www.meituan.com/meishi/743372385/,3.0,0,0.0,凉城/江湾镇
一溪云,https://www.meituan.com/meishi/1019997136/,3.5,0,60.0,宝山城区/吴淞
新春音乐茶室,https://www.meituan.com/meishi/77079244/,3.5,0,0.0,月浦镇
中国茶叶（红宣店）,https://www.meituan.com/meishi/1752900483/,3.5,0,0.0,惠南镇
茗兰茶庄,https://www.meituan.com/meishi/168037709/,3.5,0,0.0,西渡镇
文茶舍,https://www.meituan.com/meishi/175300910/,4.0,0,0.0,中山公园/江苏路
老皮生晒柑普茶,https://www.meituan.com/meishi/1034553014/,3.5,0,0.0,丰庄
隐溪茶馆（徐家汇店）,https://www.meituan.com/meishi/1606852965/,0.0,0,0.0,徐家汇
遇益坊普洱茶,https://www.meituan.com/meishi/1527786446/,3.5,0,0.0,五角场/大学区
黄金茶品茗轩,https://www.meituan.com/meishi/1164502404/,3.5,0,0.0,七宝
老友茶馆,https://www.meituan.com/meishi/1051178648/,3.5,0,0.0,外高桥
清新茶楼,https://www.meituan.com/meishi/1894606039/,3.5,0,0.0,娄山关路/威宁路
雅趣·中和堂茶馆,https://www.meituan.com/meishi/160170028/,0.0,0,0.0,上海动物园
心舒予野,https://www.meituan.com/meishi/916284742/,3.5,0,0.0,中山公园/江苏路
慢茶舍,https://www.meituan.com/meishi/1641937666/,4.0,0,0.0,万源城/东兰路
聚仙阁茶楼,https://www.meituan.com/meishi/5508370/,3.0,0,0.0,青浦城区
龙宝茶馆,https://www.meituan.com/meishi/6308981/,3.5,0,0.0,金山卫
林饮室茶馆,https://www.meituan.com/meishi/885072852/,0.0,0,0.0,万源城/东兰路
翠·壶中韵茶空间,https://www.meituan.com/meishi/1706114653/,4.0,0,0.0,新江湾城
浮生时茶舍,https://www.meituan.com/meishi/533108844/,3.5,0,156.0,长寿路
禅茶序,https://www.meituan.com/meishi/1090154346/,3.5,0,87.0,泰晤士小镇
艺天茶约,https://www.meituan.com/meishi/4457069/,3.5,0,70.0,平凉路/东外滩
一溪云,https://www.meituan.com/meishi/1019997136/,3.5,0,60.0,宝山城区/吴淞
新春音乐茶室,https://www.meituan.com/meishi/77079244/,3.5,0,0.0,月浦镇
中国茶叶（红宣店）,https://www.meituan.com/meishi/1752900483/,3.5,0,0.0,惠南镇
茗兰茶庄,https://www.meituan.com/meishi/168037709/,3.5,0,0.0,西渡镇
文茶舍,https://www.meituan.com/meishi/175300910/,4.0,0,0.0,中山公园/江苏路
老皮生晒柑普茶,https://www.meituan.com/meishi/1034553014/,3.5,0,0.0,丰庄
隐溪茶馆（徐家汇店）,https://www.meituan.com/meishi/1606852965/,0.0,0,0.0,徐家汇
遇益坊普洱茶,https://www.meituan.com/meishi/1527786446/,3.5,0,0.0,五角场/大学区
黄金茶品茗轩,https://www.meituan.com/meishi/1164502404/,3.5,0,0.0,七宝
老友茶馆,https://www.meituan.com/meishi/1051178648/,3.5,0,0.0,外高桥
清新茶楼,https://www.meituan.com/meishi/1894606039/,3.5,0,0.0,娄山关路/威宁路
雅趣·中和堂茶馆,https://www.meituan.com/meishi/160170028/,0.0,0,0.0,上海动物园
心舒予野,https://www.meituan.com/meishi/916284742/,3.5,0,0.0,中山公园/江苏路
慢茶舍,https://www.meituan.com/meishi/1641937666/,4.0,0,0.0,万源城/东兰路
聚仙阁茶楼,https://www.meituan.com/meishi/5508370/,3.0,0,0.0,青浦城区
龙宝茶馆,https://www.meituan.com/meishi/6308981/,3.5,0,0.0,金山卫
林饮室茶馆,https://www.meituan.com/meishi/885072852/,0.0,0,0.0,万源城/东兰路
翠·壶中韵茶空间,https://www.meituan.com/meishi/1706114653/,4.0,0,0.0,新江湾城
浮生时茶舍,https://www.meituan.com/meishi/533108844/,3.5,0,156.0,长寿路
禅茶序,https://www.meituan.com/meishi/1090154346/,3.5,0,87.0,泰晤士小镇
艺天茶约,https://www.meituan.com/meishi/4457069/,3.5,0,70.0,平凉路/东外滩
集趣茶堂,https://www.meituan.com/meishi/159962090/,0.0,0,0.0,金桥
月云轩茶坊,https://www.meituan.com/meishi/103831816/,3.5,0,0.0,月浦镇
静茶（恒盛路店）,https://www.meituan.com/meishi/1158475184/,3.5,0,0.0,外冈镇
五湖茶庄（丰庄茶叶广场店）,https://www.meituan.com/meishi/50408027/,3.5,0,0.0,丰庄
金来顺茶馆,https://www.meituan.com/meishi/2491573/,3.5,0,0.0,西藏北路/中兴路
砂轩文化茶馆,https://www.meituan.com/meishi/1922821420/,0.0,0,0.0,七宝
隐茶茶馆,https://www.meituan.com/meishi/651014929/,0.0,0,0.0,庙行/共康
手尚工夫茶业（上海招商品鉴中心）,https://www.meituan.com/meishi/1603997161/,3.5,0,0.0,虹桥/古北
兰茶铺,https://www.meituan.com/meishi/179537196/,3.9,0,0.0,浦江镇
祺怡轩茶室,https://www.meituan.com/meishi/745977352/,3.5,0,0.0,莲花路/南方商城
名鼎茶艺馆,https://www.meituan.com/meishi/6979062/,3.5,0,0.0,真如
老友茶馆,https://www.meituan.com/meishi/1051178648/,3.5,0,0.0,外高桥
清新茶楼,https://www.meituan.com/meishi/1894606039/,3.5,0,0.0,娄山关路/威宁路
雅趣·中和堂茶馆,https://www.meituan.com/meishi/160170028/,0.0,0,0.0,上海动物园
心舒予野,https://www.meituan.com/meishi/916284742/,3.5,0,0.0,中山公园/江苏路
慢茶舍,https://www.meituan.com/meishi/1641937666/,4.0,0,0.0,万源城/东兰路
聚仙阁茶楼,https://www.meituan.com/meishi/5508370/,3.0,0,0.0,青浦城区
龙宝茶馆,https://www.meituan.com/meishi/6308981/,3.5,0,0.0,金山卫
林饮室茶馆,https://www.meituan.com/meishi/885072852/,0.0,0,0.0,万源城/东兰路
翠·壶中韵茶空间,https://www.meituan.com/meishi/1706114653/,4.0,0,0.0,新江湾城
浮生时茶舍,https://www.meituan.com/meishi/533108844/,3.5,0,156.0,长寿路
禅茶序,https://www.meituan.com/meishi/1090154346/,3.5,0,87.0,泰晤士小镇
艺天茶约,https://www.meituan.com/meishi/4457069/,3.5,0,70.0,平凉路/东外滩
集趣茶堂,https://www.meituan.com/meishi/159962090/,0.0,0,0.0,金桥
月云轩茶坊,https://www.meituan.com/meishi/103831816/,3.5,0,0.0,月浦镇
静茶（恒盛路店）,https://www.meituan.com/meishi/1158475184/,3.5,0,0.0,外冈镇
五湖茶庄（丰庄茶叶广场店）,https://www.meituan.com/meishi/50408027/,3.5,0,0.0,丰庄
金来顺茶馆,https://www.meituan.com/meishi/2491573/,3.5,0,0.0,西藏北路/中兴路
砂轩文化茶馆,https://www.meituan.com/meishi/1922821420/,0.0,0,0.0,七宝
隐茶茶馆,https://www.meituan.com/meishi/651014929/,0.0,0,0.0,庙行/共康
手尚工夫茶业（上海招商品鉴中心）,https://www.meituan.com/meishi/1603997161/,3.5,0,0.0,虹桥/古北
兰茶铺,https://www.meituan.com/meishi/179537196/,3.9,0,0.0,浦江镇
祺怡轩茶室,https://www.meituan.com/meishi/745977352/,3.5,0,0.0,莲花路/南方商城
名鼎茶艺馆,https://www.meituan.com/meishi/6979062/,3.5,0,0.0,真如
宏旺香茶庄（新江湾茶城店）,https://www.meituan.com/meishi/1613496805/,3.5,0,0.0,淞南
乐丰茶楼,https://www.meituan.com/meishi/109712835/,3.0,0,0.0,青浦城区
茶室,https://www.meituan.com/meishi/1241336872/,0.0,0,0.0,张江
多采自然,https://www.meituan.com/meishi/1253034126/,3.5,0,0.0,老西门/陆家浜路
茶室（北华路店）,https://www.meituan.com/meishi/194770571/,0.0,0,0.0,北翟路
源和茶馆,https://www.meituan.com/meishi/1414069477/,0.0,0,0.0,金桥
东璞茶空间,https://www.meituan.com/meishi/706378275/,3.5,0,62.0,惠南镇
沁茶宥舍,https://www.meituan.com/meishi/1493607877/,0.0,0,0.0,淞南
茶语轩（桂平路店）,https://www.meituan.com/meishi/5773366/,3.0,0,0.0,漕河泾/田林
翠·壶中韵茶空间,https://www.meituan.com/meishi/1706114653/,4.0,0,0.0,新江湾城
浮生时茶舍,https://www.meituan.com/meishi/533108844/,3.5,0,156.0,长寿路
禅茶序,https://www.meituan.com/meishi/1090154346/,3.5,0,87.0,泰晤士小镇
艺天茶约,https://www.meituan.com/meishi/4457069/,3.5,0,70.0,平凉路/东外滩
集趣茶堂,https://www.meituan.com/meishi/159962090/,0.0,0,0.0,金桥
月云轩茶坊,https://www.meituan.com/meishi/103831816/,3.5,0,0.0,月浦镇
静茶（恒盛路店）,https://www.meituan.com/meishi/1158475184/,3.5,0,0.0,外冈镇
五湖茶庄（丰庄茶叶广场店）,https://www.meituan.com/meishi/50408027/,3.5,0,0.0,丰庄
金来顺茶馆,https://www.meituan.com/meishi/2491573/,3.5,0,0.0,西藏北路/中兴路
砂轩文化茶馆,https://www.meituan.com/meishi/1922821420/,0.0,0,0.0,七宝
隐茶茶馆,https://www.meituan.com/meishi/651014929/,0.0,0,0.0,庙行/共康
手尚工夫茶业（上海招商品鉴中心）,https://www.meituan.com/meishi/1603997161/,3.5,0,0.0,虹桥/古北
兰茶铺,https://www.meituan.com/meishi/179537196/,3.9,0,0.0,浦江镇
